dataset,data_path,knn_k,run_seed,split_seed,train_seed,seed_offset,task_stage,save_init_artifact,load_init_artifact,experiment,variant_key,variant_label,model_family,model_kind,predictor,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,selection,sigma_match,lambda_base,lambda_multiplier,goal0_target_reference,goal1_group,goal1_target_reference,_best_cfg,artifacts_dir,seed,histology,n_test,cindex,split_block_id,fixed_init_source_seed,fixed_init_source_variant_key,dataset_selected_mean_Khard,dataset_target_mean_Khard,dataset_khard_delta,dataset_selected_summary_stage,dataset_selected_summary_file
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.1,goal1_smooth_sweep,exact,0.007,1.0,False,smooth,True,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,127,kidneyclearcellrenalcarcinoma,156,0.6685308668530867,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.1,goal1_smooth_sweep,exact,0.007,1.0,False,smooth,True,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,127,kidneypapillaryrenalcellcarcinoma,84,0.804915514592934,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,gated,mlp,lspin_tf,0.22,0.00875,0.1,goal1_smooth_sweep,exact,0.007,1.25,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,126,kidneychromophobe,19,0.676056338028169,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,gated,mlp,lspin_tf,0.22,0.00875,0.1,goal1_smooth_sweep,exact,0.007,1.25,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,126,kidneyclearcellrenalcarcinoma,156,0.6681006668100666,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,gated,mlp,lspin_tf,0.22,0.00875,0.1,goal1_smooth_sweep,exact,0.007,1.25,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,126,kidneypapillaryrenalcellcarcinoma,84,0.7526881720430108,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0105,0.1,goal1_smooth_sweep,exact,0.007,1.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,125,kidneychromophobe,19,0.6901408450704225,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0105,0.1,goal1_smooth_sweep,exact,0.007,1.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,125,kidneyclearcellrenalcarcinoma,156,0.6711120671112067,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0105,0.1,goal1_smooth_sweep,exact,0.007,1.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,125,kidneypapillaryrenalcellcarcinoma,84,0.7987711213517665,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,gated,mlp,lspin_tf,0.22,0.014,0.1,goal1_smooth_sweep,exact,0.007,2.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,124,kidneychromophobe,19,0.704225352112676,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,gated,mlp,lspin_tf,0.22,0.014,0.1,goal1_smooth_sweep,exact,0.007,2.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,124,kidneyclearcellrenalcarcinoma,156,0.6515379651537965,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,gated,mlp,lspin_tf,0.22,0.014,0.1,goal1_smooth_sweep,exact,0.007,2.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,124,kidneypapillaryrenalcellcarcinoma,84,0.8064516129032258,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0175,0.1,goal1_smooth_sweep,exact,0.007,2.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,123,kidneychromophobe,19,0.6901408450704225,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0175,0.1,goal1_smooth_sweep,exact,0.007,2.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,123,kidneyclearcellrenalcarcinoma,156,0.6797160679716068,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0175,0.1,goal1_smooth_sweep,exact,0.007,2.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,123,kidneypapillaryrenalcellcarcinoma,84,0.82642089093702,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0175,0.1,goal1_smooth_sweep,exact,0.007,2.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,127,kidneychromophobe,19,0.7464788732394366,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0175,0.1,goal1_smooth_sweep,exact,0.007,2.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,127,kidneyclearcellrenalcarcinoma,156,0.6767046676704668,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0175,0.1,goal1_smooth_sweep,exact,0.007,2.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,127,kidneypapillaryrenalcellcarcinoma,84,0.8233486943164362,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_smooth_lspin_lamx3p0,LSPIN smooth x3,LSPIN,gated,mlp,lspin_tf,0.22,0.021,0.1,goal1_smooth_sweep,exact,0.007,3.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,126,kidneychromophobe,19,0.676056338028169,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_smooth_lspin_lamx3p0,LSPIN smooth x3,LSPIN,gated,mlp,lspin_tf,0.22,0.021,0.1,goal1_smooth_sweep,exact,0.007,3.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,126,kidneyclearcellrenalcarcinoma,156,0.6502473650247365,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_smooth_lspin_lamx3p0,LSPIN smooth x3,LSPIN,gated,mlp,lspin_tf,0.22,0.021,0.1,goal1_smooth_sweep,exact,0.007,3.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,126,kidneypapillaryrenalcellcarcinoma,84,0.717357910906298,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100123,125,100123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed125_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,100123,kidneychromophobe,19,0.7323943661971831,0.0,125.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100123,125,100123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed125_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,100123,kidneyclearcellrenalcarcinoma,156,0.6769197676919768,0.0,125.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100123,125,100123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed125_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,100123,kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,0.0,125.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,101124,126,101124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed126_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,101124,kidneychromophobe,19,0.6901408450704225,1.0,126.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,101124,126,101124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed126_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,101124,kidneyclearcellrenalcarcinoma,156,0.6601419660141966,1.0,126.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,101124,126,101124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed126_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,101124,kidneypapillaryrenalcellcarcinoma,84,0.7649769585253456,1.0,126.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,102125,127,102125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed127_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,102125,kidneychromophobe,19,0.704225352112676,2.0,127.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,102125,127,102125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed127_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,102125,kidneyclearcellrenalcarcinoma,156,0.700580770058077,2.0,127.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,102125,127,102125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_lspin_alt_nosmooth__seed127_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.22,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,nosmooth,exact,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,102125,kidneypapillaryrenalcellcarcinoma,84,0.8294930875576036,2.0,127.0,goal1_lspin_alt_nosmooth,228.63089294433595,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100123,127,100123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx1p0__seed127_init.pt,goal1,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,gated,mlp,concrete,0.15,0.002,0.0,goal1_nosmooth_sweep,exact,0.002,1.0,False,nosmooth,,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,100123,kidneychromophobe,19,0.7323943661971831,0.0,127.0,goal1_nosmooth_concrete_lamx1p0,245.0393859863281,228.63089294433595,16.408493041992188,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100123,127,100123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx1p0__seed127_init.pt,goal1,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,gated,mlp,concrete,0.15,0.002,0.0,goal1_nosmooth_sweep,exact,0.002,1.0,False,nosmooth,,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,100123,kidneyclearcellrenalcarcinoma,156,0.6702516670251667,0.0,127.0,goal1_nosmooth_concrete_lamx1p0,245.0393859863281,228.63089294433595,16.408493041992188,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100123,127,100123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx1p0__seed127_init.pt,goal1,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,gated,mlp,concrete,0.15,0.002,0.0,goal1_nosmooth_sweep,exact,0.002,1.0,False,nosmooth,,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,100123,kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,0.0,127.0,goal1_nosmooth_concrete_lamx1p0,245.0393859863281,228.63089294433595,16.408493041992188,screen,goal1_matched_summary.csv
