dataset,data_path,knn_k,run_seed,split_seed,train_seed,seed_offset,task_stage,save_init_artifact,load_init_artifact,experiment,variant_key,variant_label,model_family,model_kind,predictor,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,selection,sigma_match,lambda_base,lambda_multiplier,goal0_target_reference,goal1_group,goal1_target_reference,_best_cfg,artifacts_dir,test_cindex,best_val_cindex,best_epoch,mean_Ksoft,mean_Khard,affinity_artifact,init_artifact,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count,status,error,elapsed_sec,split_block_id,fixed_init_source_seed,fixed_init_source_variant_key,dataset_selected_mean_Khard,dataset_target_mean_Khard,dataset_khard_delta,dataset_selected_summary_stage,dataset_selected_summary_file
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_nosmooth_concrete_lamx2p0,Concrete nosmooth x2,Concrete,gated,mlp,concrete,0.15,0.004,0.0,goal1_nosmooth_sweep,exact,0.002,2.0,False,nosmooth,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7334348819497334,0.7387944358578052,11,118.66336822509766,112.9961395263672,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx2p0__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx2p0__seed125_init.pt,1004.0,322.0,339.6029282855812,ok,,2.478498697280884,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_nosmooth_concrete_lamx2p5,Concrete nosmooth x2.5,Concrete,gated,mlp,concrete,0.15,0.005,0.0,goal1_nosmooth_sweep,exact,0.002,2.5,False,nosmooth,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7182977913175933,0.7690397350993378,17,61.05064010620117,56.47104263305664,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx2p5__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx2p5__seed124_init.pt,780.0,196.0,247.88261081214068,ok,,3.611994028091431,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,gated,mlp,concrete,0.15,0.006,0.0,goal1_nosmooth_sweep,exact,0.002,3.0,False,nosmooth,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7381949733434882,0.7668097281831188,9,86.11839294433594,80.3976821899414,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx3p0__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx3p0__seed123_init.pt,874.0,257.0,287.21026946837003,ok,,3.3702542781829834,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,gated,mlp,concrete,0.15,0.006,0.0,goal1_nosmooth_sweep,exact,0.002,3.0,False,nosmooth,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7232482863670983,0.7973760932944607,11,88.89080810546875,83.3436279296875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx3p0__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_concrete_lamx3p0__seed127_init.pt,936.0,245.0,276.9933152048258,ok,,1.9745419025421145,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.0,goal1_nosmooth_sweep,exact,0.007,1.0,False,nosmooth,True,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7001142421934501,0.8551842330762639,10,216.5535888671875,216.53668212890625,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx1p0__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx1p0__seed126_init.pt,654.0,414.0,392.56513602171145,ok,,1.4376113414764404,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_nosmooth_lspin_lamx1p25,LSPIN nosmooth x1.2,LSPIN,gated,mlp,lspin_tf,0.22,0.00875,0.0,goal1_nosmooth_sweep,exact,0.007,1.25,False,nosmooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.695925361766946,0.7751159196290572,11,162.83152770996094,162.84170532226562,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx1p25__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx1p25__seed125_init.pt,497.0,323.0,297.74750343349444,ok,,1.2408907413482666,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_nosmooth_lspin_lamx1p5,LSPIN nosmooth x1.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0105,0.0,goal1_nosmooth_sweep,exact,0.007,1.5,False,nosmooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6942117288651942,0.7731788079470199,10,110.43708038330078,110.45945739746094,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx1p5__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx1p5__seed124_init.pt,377.0,235.0,214.72013261442132,ok,,2.641549587249756,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,gated,mlp,lspin_tf,0.22,0.014,0.0,goal1_nosmooth_sweep,exact,0.007,2.0,False,nosmooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.718012185833968,0.7703862660944206,9,135.3186798095703,135.3436279296875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx2p0__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx2p0__seed123_init.pt,461.0,274.0,259.14798760651166,ok,,2.5236947536468506,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,gated,mlp,lspin_tf,0.22,0.014,0.0,goal1_nosmooth_sweep,exact,0.007,2.0,False,nosmooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7335300837776085,0.7529154518950437,9,152.18963623046875,152.12741088867188,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx2p0__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx2p0__seed127_init.pt,555.0,286.0,283.3535031042221,ok,,2.972221851348877,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,gated,mlp,lspin_tf,0.22,0.0175,0.0,goal1_nosmooth_sweep,exact,0.007,2.5,False,nosmooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6885948210205636,0.8431876606683805,11,104.94647216796876,104.9498062133789,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx2p5__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx2p5__seed126_init.pt,307.0,201.0,185.3608046426578,ok,,1.6859261989593506,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,gated,mlp,lspin_tf,0.22,0.021,0.0,goal1_nosmooth_sweep,exact,0.007,3.0,False,nosmooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7162985529322163,0.759659969088099,10,77.91609954833984,77.90733337402344,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx3p0__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_lspin_lamx3p0__seed125_init.pt,218.0,152.0,138.41869884309097,ok,,3.45021915435791,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,stg,,global_stg,0.22,0.0005,0.0,goal1_nosmooth_sweep,na,0.001,0.5,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7227722772277227,0.7533112582781457,4,2407.8330078125,216.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx0p5__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx0p5__seed124_init.pt,216.0,216.0,215.9999999999997,ok,,2.3615169525146484,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,stg,,global_stg,0.22,0.00075,0.0,goal1_nosmooth_sweep,na,0.001,0.75,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7028750952018279,0.804005722460658,3,2393.997314453125,87.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx0p75__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx0p75__seed123_init.pt,87.0,87.0,86.99999999999991,ok,,1.9278430938720703,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,stg,,global_stg,0.22,0.00075,0.0,goal1_nosmooth_sweep,na,0.001,0.75,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7253427265803504,0.7966472303206997,6,1989.2994384765625,55.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx0p75__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx0p75__seed127_init.pt,55.0,55.0,55.000000000000014,ok,,2.471742391586304,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,stg,,global_stg,0.22,0.001,0.0,goal1_nosmooth_sweep,na,0.001,1.0,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7434310738766184,0.8226221079691517,25,470.0313720703125,84.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx1p0__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx1p0__seed126_init.pt,84.0,84.0,83.9999999999999,ok,,5.766685485839844,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,stg,,global_stg,0.22,0.00125,0.0,goal1_nosmooth_sweep,na,0.001,1.25,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7195354150799695,0.7511591962905718,38,236.32374572753903,99.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx1p25__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx1p25__seed125_init.pt,99.0,99.0,99.00000000000009,ok,,6.28826904296875,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,stg,,global_stg,0.22,0.0015,0.0,goal1_nosmooth_sweep,na,0.001,1.5,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7128712871287128,0.8079470198675497,45,147.41632080078125,59.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx1p5__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx1p5__seed124_init.pt,59.0,59.0,58.999999999999964,ok,,5.224124193191528,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,stg,,global_stg,0.22,0.002,0.0,goal1_nosmooth_sweep,na,0.001,2.0,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7346725057121096,0.7947067238912733,26,106.42808532714844,16.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx2p0__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx2p0__seed123_init.pt,16.0,16.0,15.999999999999998,ok,,4.27736234664917,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,stg,,global_stg,0.22,0.002,0.0,goal1_nosmooth_sweep,na,0.001,2.0,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7085872048743336,0.7908163265306123,38,86.88496398925781,20.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx2p0__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx2p0__seed127_init.pt,20.0,20.0,20.0,ok,,6.232369422912598,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,126,126,126,3,screen,True,,goal1,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,stg,,global_stg,0.22,0.003,0.0,goal1_nosmooth_sweep,na,0.001,3.0,False,nosmooth,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6867859862909368,0.8260497000856898,58,49.58246612548828,28.0,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx3p0__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_nosmooth_stg_lamx3p0__seed126_init.pt,28.0,28.0,27.999999999999982,ok,,7.033988237380981,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,125,125,125,2,screen,True,,goal1,goal1_rsf,RSF,RSF,rsf,,,,,,reference,na,,,False,dense,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7287699923838538,,-1,,,,,,,,ok,,59.81782674789429,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,124,124,124,1,screen,True,,goal1,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,gated,mlp,concrete,0.15,0.002,0.025,goal1_smooth_sweep,exact,0.002,1.0,False,smooth,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7150609291698401,0.7764900662251656,11,143.47808837890625,130.3166046142578,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_concrete_lamx1p0__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_concrete_lamx1p0__seed124_init.pt,884.0,402.0,378.4935233609922,ok,,3.355241060256958,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,123,123,123,0,screen,True,,goal1,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,gated,mlp,concrete,0.15,0.0025,0.025,goal1_smooth_sweep,exact,0.002,1.25,False,smooth,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7405750190403656,0.7718168812589413,8,168.17486572265625,155.54054260253906,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_concrete_lamx1p25__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_concrete_lamx1p25__seed123_init.pt,863.0,413.0,390.294611151383,ok,,3.398381233215332,,,,,,,,
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,127,127,127,4,screen,True,,goal1,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,gated,mlp,concrete,0.15,0.0025,0.025,goal1_smooth_sweep,exact,0.002,1.25,False,smooth,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7285795887281036,0.7696793002915452,8,166.07583618164062,154.0038604736328,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_concrete_lamx1p25__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_concrete_lamx1p25__seed127_init.pt,784.0,416.0,378.3018393340635,ok,,3.627616405487061,,,,,,,,
